Employee_Name,EmpID,MarriedID,MaritalStatusID,Gender,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,DistanceFromHome,Age,Attrition,BusinessTravel,Education,EducationField,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
"Szabo, Andrew",10024,0,0,Male,1,4,4,0,92989,0,24,Software Engineer,MA,2140,05/06/83,M ,Single,US Citizen,7/7/2014,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,LinkedIn,Exceeds,4.5,5,5,2/18/2019,0,1,15,21,No,Travel_Rarely,2,Medical,3,3230,10531,1,No,17,3,80,0,3,4,4,3,2,1,0
"Tannen, Biff",10173,1,1,Female,1,3,3,0,90100,0,4,BI Developer,MA,2134,10/24/87,M ,Married,US Citizen,4/20/2017,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,3.4,3,6,1/2/2019,0,14,56,37,No,Non-Travel,4,Medical,4,13603,11677,2,Yes,18,3,80,2,15,2,3,5,2,0,2
"Tavares, Desiree  ",10221,1,1,Female,5,5,3,1,60754,1,19,Production Technician I,MA,1801,04/03/75,F,Married,Non-Citizen,4/27/2009,4/1/2013,Another position,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Fully Meets,4.5,5,0,2/15/2012,0,11,91,35,No,Travel_Rarely,3,Life Sciences,2,11996,19100,7,No,18,3,80,1,10,6,2,7,7,6,2
"Tejeda, Lenora ",10146,1,1,Female,5,5,3,0,72202,1,20,Production Technician II,MA,2129,05/24/53,F,Married,US Citizen,5/16/2011,7/8/2017,Another position,Voluntarily Terminated,Production       ,Elijiah Gray,16,Google Search,Fully Meets,3.93,3,0,4/18/2017,0,3,59,38,No,Travel_Rarely,2,Medical,1,5605,19191,1,Yes,24,4,80,1,8,3,3,8,0,7,7
"Terry, Sharlene ",10161,0,0,Female,1,6,3,0,58370,0,3,Area Sales Manager,OR,97756,05/07/65,F,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,3.69,3,0,1/28/2019,0,18,41,26,No,Travel_Frequently,3,Life Sciences,2,6397,26767,1,No,20,4,80,1,6,6,1,6,5,1,4
"Theamstern, Sophia",10141,0,0,Male,5,5,3,0,48413,1,19,Production Technician I,MA,2066,05/09/65,F,Single,US Citizen,7/5/2011,9/5/2016,return to school,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,3.98,4,0,3/2/2016,0,1,92,50,No,Travel_Rarely,1,Life Sciences,2,19144,15815,3,No,14,3,80,2,28,4,2,10,4,1,6
"Thibaud, Kenneth",10268,0,4,Male,5,5,3,0,67176,1,20,Production Technician II,MA,2472,09/16/75,M ,Widowed,US Citizen,6/25/2007,8/30/2010,military,Voluntarily Terminated,Production       ,Webster Butler,39,Other,Fully Meets,4.1,4,0,7/14/2010,0,15,52,53,No,Travel_Rarely,4,Medical,3,17584,21016,3,Yes,16,3,80,3,21,5,2,5,3,1,3
"Tippett, Jeanette",10123,0,2,Male,1,5,3,0,56339,0,19,Production Technician I,MA,2093,06/05/67,F,Divorced,US Citizen,2/18/2013,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,4.21,5,0,1/14/2019,0,4,99,42,No,Travel_Rarely,1,Life Sciences,3,4907,24532,1,No,25,4,80,0,20,3,3,20,16,11,6
"Torrence, Jack",10013,0,3,Male,1,6,4,0,64397,0,3,Area Sales Manager,ND,58782,01/15/68,M ,Separated,US Citizen,1/9/2006,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Exceeds,4.1,3,0,1/4/2019,0,6,8,29,No,Travel_Frequently,2,Life Sciences,4,4554,20260,1,No,18,3,80,0,10,3,2,10,7,0,9
"Trang, Mei",10287,0,0,Male,1,5,2,0,63025,0,19,Production Technician I,MA,2021,05/16/83,F,Single,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Needs Improvement,2.44,5,0,2/11/2019,4,18,94,55,No,Travel_Rarely,2,Technical Degree,4,5415,15972,3,Yes,19,3,80,1,12,4,3,10,7,0,8
"Tredinnick, Neville ",10044,1,1,Male,5,3,3,0,75281,1,15,Network Engineer,MA,1420,05/05/88,M ,Married,US Citizen,1/5/2015,2/12/2016,medical issues,Voluntarily Terminated,IT/IS,Peter Monroe,7,CareerBuilder,Fully Meets,5,3,5,4/15/2015,0,11,88,26,No,Travel_Frequently,2,Medical,1,4741,22722,1,Yes,13,3,80,1,5,3,3,5,3,3,3
"True, Edward",10102,0,0,Female,5,4,3,1,100416,1,24,Software Engineer,MA,2451,06/14/83,M ,Single,Non-Citizen,2/18/2013,4/15/2018,medical issues,Voluntarily Terminated,Software Engineering,Alex Sweetwater,10,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2017,0,9,11,37,No,Travel_Rarely,3,Life Sciences,4,2115,15881,1,No,12,3,80,0,17,3,3,17,12,5,7
"Trzeciak, Cybil",10270,0,0,Male,5,5,3,0,74813,1,20,Production Technician II,MA,1778,03/15/85,F,Single,US Citizen,1/10/2011,7/2/2014,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,4.4,3,0,1/5/2014,0,5,24,44,Yes,Travel_Frequently,3,Life Sciences,3,3161,19920,3,Yes,22,4,80,1,19,0,1,1,0,0,0
"Turpin, Jumil",10045,1,1,Male,1,3,3,0,76029,0,15,Network Engineer,MA,2343,03/31/69,M ,Married,Eligible NonCitizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,5,4,7,1/14/2019,0,8,64,38,No,Travel_Rarely,4,Life Sciences,4,5745,18899,9,No,14,3,80,1,10,2,3,2,2,1,2
"Valentin,Jackie",10205,1,1,Male,1,6,3,0,57859,0,3,Area Sales Manager,AZ,85006,05/23/91,F,Married,US Citizen,7/5/2011,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,2.81,3,0,1/17/2019,0,16,100,26,Yes,Travel_Rarely,4,Medical,2,2373,14180,2,Yes,13,3,80,1,5,2,3,3,2,0,2
"Veera, Abdellah ",10014,0,2,Female,5,5,4,0,58523,1,19,Production Technician I,MA,2171,01/31/87,M ,Divorced,US Citizen,8/13/2012,2/5/2016,maternity leave - did not return,Voluntarily Terminated,Production       ,Kissy Sullivan,20,LinkedIn,Exceeds,4.5,5,0,2/1/2016,0,15,29,28,No,Travel_Rarely,2,Life Sciences,4,3310,4488,1,No,21,4,80,0,5,3,3,5,3,0,2
"Vega, Vincent",10144,0,2,Female,1,5,3,0,88976,0,17,Production Manager,MA,2169,10/10/68,M ,Divorced,US Citizen,8/1/2011,,N/A-StillEmployed,Active,Production       ,Janet King,2,Employee Referral,Fully Meets,3.93,3,0,2/27/2019,0,19,32,49,No,Travel_Frequently,4,Life Sciences,1,18665,25594,9,Yes,11,3,80,0,22,4,3,3,2,1,2
"Villanueva, Noah",10253,0,0,Male,1,6,3,0,55875,0,3,Area Sales Manager,ME,4063,07/11/89,M ,Single,US Citizen,3/5/2012,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,4.5,4,0,1/18/2019,0,11,56,36,No,Travel_Rarely,3,Technical Degree,2,4485,26285,4,No,12,3,80,0,10,2,3,8,0,7,7
"Voldemort, Lord",10118,1,1,Female,4,3,3,0,113999,1,8,Database Administrator,MA,1960,08/07/86,M ,Married,US Citizen,2/16/2015,2/22/2017,"no-call, no-show",Terminated for Cause,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,4.33,3,7,2/15/2017,0,9,64,31,No,Travel_Frequently,3,Marketing,2,2789,3909,1,No,11,3,80,1,2,5,2,2,2,2,2
"Volk, Colleen",10022,1,1,Male,4,5,4,0,49773,1,19,Production Technician I,MA,2747,06/03/86,F,Married,US Citizen,9/26/2011,2/8/2016,gross misconduct,Terminated for Cause,Production       ,Kelley Spirea,18,Google Search,Exceeds,4.3,5,0,2/1/2015,0,18,58,26,Yes,Travel_Rarely,4,Marketing,4,5828,8450,1,Yes,12,3,80,0,8,0,3,8,7,7,4
"Von Massenbach, Anna",10183,0,0,Male,2,5,3,0,62068,0,19,Production Technician I,MA,2124,04/06/85,F,Single,US Citizen,7/5/2015,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Fully Meets,3.21,3,0,1/29/2019,0,7,74,37,No,Travel_Frequently,3,Medical,4,2326,11411,1,Yes,12,3,80,3,4,3,2,4,2,1,2
"Walker, Roger",10190,0,0,Female,1,5,3,0,66541,0,20,Production Technician II,MA,2459,02/10/76,M ,Single,US Citizen,8/18/2014,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Employee Referral,Fully Meets,3.11,5,0,2/12/2019,0,4,1,42,No,Travel_Frequently,3,Marketing,2,13525,14864,5,No,14,3,80,1,23,2,4,20,4,4,8
"Wallace, Courtney  E",10274,1,1,Male,5,5,3,1,80512,1,18,Production Manager,MA,2478,11/14/55,F,Married,US Citizen,9/26/2011,1/2/2012,Another position,Voluntarily Terminated,Production       ,Janet King,2,Diversity Job Fair,Fully Meets,4.5,3,0,1/2/2012,0,5,16,18,Yes,Travel_Rarely,3,Life Sciences,3,1420,25233,1,No,13,3,80,0,0,2,3,0,0,0,0
"Wallace, Theresa",10293,0,0,Male,5,5,2,0,50274,1,19,Production Technician I,MA,1887,08/02/80,F,Single,US Citizen,8/13/2012,9/1/2015,career change,Voluntarily Terminated,Production       ,Elijiah Gray,16,CareerBuilder,Needs Improvement,2.5,3,0,9/5/2014,6,13,2,35,No,Travel_Rarely,3,Marketing,2,8020,5100,0,No,15,3,80,2,12,3,2,11,9,6,9
"Wang, Charlie",10172,0,0,Male,1,3,3,0,84903,0,22,Senior BI Developer,MA,1887,07/08/81,M ,Single,US Citizen,2/15/2017,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,3.42,4,7,1/4/2019,0,17,35,36,No,Travel_Frequently,4,Life Sciences,4,3688,7122,4,No,18,3,80,2,4,2,3,1,0,0,0
"Warfield, Sarah",10127,0,4,Male,1,3,3,0,107226,0,28,Sr. Network Engineer,MA,2453,05/02/78,F,Widowed,US Citizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.2,4,8,2/5/2019,0,7,82,51,No,Travel_Rarely,3,Medical,2,5482,16321,5,No,18,3,80,1,13,3,3,4,1,1,2
"Whittier, Scott",10072,0,0,Male,5,5,3,0,58371,1,19,Production Technician I,MA,2030,05/24/87,M ,Single,US Citizen,1/10/2011,5/15/2014,hours,Voluntarily Terminated,Production       ,Webster Butler,39,LinkedIn,Fully Meets,5,5,0,5/15/2014,0,11,15,41,No,Travel_Rarely,4,Life Sciences,2,16015,15896,1,No,19,3,80,0,22,2,3,22,10,0,4
"Wilber, Barry",10048,1,1,Female,5,5,3,0,55140,1,19,Production Technician I,MA,2324,09/09/65,M ,Married,Eligible NonCitizen,5/16/2011,9/7/2015,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,Website,Fully Meets,5,3,0,2/15/2015,0,7,36,18,No,Travel_Rarely,3,Medical,3,1200,9724,1,No,12,3,80,0,0,2,3,0,0,0,0
"Wilkes, Annie",10204,0,2,Male,5,5,3,0,58062,1,19,Production Technician I,MA,1876,07/30/83,F,Divorced,US Citizen,1/10/2011,5/14/2012,Another position,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Google Search,Fully Meets,3.6,5,0,2/6/2011,0,9,26,28,No,Travel_Rarely,2,Medical,1,5661,4824,0,No,19,3,80,0,9,2,3,8,3,0,7
"Williams, Jacquelyn  ",10264,0,0,Male,5,5,3,1,59728,1,19,Production Technician I,MA,2109,10/02/69,F,Single,US Citizen,1/9/2012,6/27/2015,relocation out of area,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Diversity Job Fair,Fully Meets,4.3,4,0,6/2/2014,0,16,40,31,No,Travel_Rarely,3,Technical Degree,4,6929,12241,4,No,11,3,80,1,10,3,2,8,7,7,7
"Winthrop, Jordan  ",10033,0,0,Male,5,5,4,0,70507,1,20,Production Technician II,MA,2045,11/07/58,M ,Single,US Citizen,1/7/2013,2/21/2016,retiring,Voluntarily Terminated,Production       ,Brannon Miller,12,LinkedIn,Exceeds,5,3,0,1/19/2016,0,7,96,39,No,Travel_Rarely,3,Medical,4,9613,10942,0,No,17,3,80,3,19,5,2,18,10,3,7
"Wolk, Hang  T",10174,0,0,Female,1,5,3,0,60446,0,20,Production Technician II,MA,2302,04/20/85,F,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.4,4,0,2/21/2019,0,14,15,36,No,Non-Travel,4,Life Sciences,2,5674,6927,7,No,15,3,80,1,11,3,3,9,8,0,8
"Woodson, Jason",10135,0,0,Male,1,5,3,0,65893,0,20,Production Technician II,MA,1810,05/11/85,M ,Single,US Citizen,7/7/2014,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.07,4,0,2/28/2019,0,13,47,32,No,Travel_Rarely,3,Life Sciences,3,5484,16985,1,No,14,3,80,1,13,3,2,13,8,4,8
"Ybarra, Catherine ",10301,0,0,Female,5,5,1,0,48513,1,19,Production Technician I,MA,2458,05/04/82,F,Single,US Citizen,9/2/2008,9/29/2015,Another position,Voluntarily Terminated,Production       ,Brannon Miller,12,Google Search,PIP,3.2,2,0,9/2/2015,5,4,81,38,No,Travel_Rarely,2,Life Sciences,2,12061,26707,3,No,17,3,80,1,19,2,3,10,8,0,1
"Zamora, Jennifer",10010,0,0,Male,1,3,4,0,220450,0,6,CIO,MA,2067,08/30/79,F,Single,US Citizen,4/10/2010,,N/A-StillEmployed,Active,IT/IS,Janet King,2,Employee Referral,Exceeds,4.6,5,6,2/21/2019,0,16,56,58,No,Non-Travel,4,Life Sciences,3,5660,17056,2,Yes,13,3,80,1,12,2,3,5,3,1,2
"Zhou, Julia",10043,0,0,Male,1,3,3,0,89292,0,9,Data Analyst,MA,2148,02/24/79,F,Single,US Citizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,5,3,5,2/1/2019,0,11,41,31,No,Travel_Rarely,4,Technical Degree,4,4821,10077,0,Yes,12,3,80,1,6,4,3,5,2,0,3
"Zima, Colleen",10271,0,4,Male,1,5,3,0,45046,0,19,Production Technician I,MA,1730,08/17/78,F,Widowed,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,4.5,5,0,1/30/2019,0,2,22,31,No,Travel_Rarely,3,Human Resources,1,6410,17822,3,No,12,3,80,0,9,1,3,2,2,1,0
,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,No,Travel_Frequently,3,Life Sciences,1,5210,20308,1,No,18,3,80,1,24,2,3,24,9,9,11
